cardMstId,frontSkillMstId,backSkillMstId,autoSkillMstId,questSkillMstId,artMstId,questArtMstId,protectorSkillMstId,teamId,akbMemberMstId,seriesMstId,name,shortName,resourceName,assetBundleName,cardUniqueId,roleType,cardType,cardDetailType,weaponType,setEffectSeriesId,rarity,giveItemMstId,medalCount,attribute,kind,kindDetail,modeType,shaderType,maxLevel,maxAttack,maxMagicAttack,maxDefence,maxMagicDefence,addAttackValue,addMagicAttackValue,addDefenceValue,addMagicDefenceValue,defaultSellPrice,description,evolutionLevel,maxEvolutionLevel,deckCost,materialSkillExp,materialMergeExp,isInfiniteEvolution,isParameterCustomEnabled,isSkillCustomEnabled,isDeckDisabled,isRelease,createdTime
1162,1319,1319,980,210,0,0,0,0,0,0,Sweet Release Cake,Sweet Release Cake,1162,card/20201027_gacha_mitsugetsu,562,0,1,3,5,0,6,2,64,3,0,0,0,0,120,1918,2367,1162,1160,11,13,6,6,150000,Sweet Release Cake Description,1,0,18,1000,10000,0,0,0,0,1,0
1163,2050,2050,1036,2058,0,0,0,0,0,0,Explosive Javelin,Explosive Javelin,1163,card/20201027_gacha_mitsugetsu,563,0,1,8,18,0,4,2,8,3,0,0,0,0,70,904,900,484,482,10,10,5,5,18500,Explosive Javelin Description,0,0,14,300,1600,0,0,0,0,1,0
1164,2050,2050,1036,2058,0,0,0,0,0,0,Explosive Javelin,Explosive Javelin,1164,card/20201027_gacha_mitsugetsu,563,0,1,8,18,0,5,2,8,3,0,0,0,0,80,1070,1066,573,571,10,10,5,5,55000,Explosive Javelin Description,1,0,14,300,5500,0,0,0,0,1,0
1165,1310,1310,1035,87,0,0,0,0,0,0,Conqueror's Sword,Conqueror's Sword,1165,card/20201027_gacha_mitsugetsu,564,0,1,5,7,0,4,2,8,1,0,0,0,0,70,906,902,486,484,10,10,5,5,18500,Conqueror's Sword Description,0,0,14,300,1600,0,0,0,0,1,0
1166,1310,1310,1035,87,0,0,0,0,0,0,Conqueror's Sword,Conqueror's Sword,1166,card/20201027_gacha_mitsugetsu,564,0,1,5,7,0,5,2,8,1,0,0,0,0,80,1072,1068,575,573,10,10,5,5,55000,Conqueror's Sword Description,1,0,14,300,5500,0,0,0,0,1,0
1167,994,994,1032,35,0,0,0,0,0,0,Jug of Death,Jug of Death,1167,card/20201027_gacha_mitsugetsu,565,0,1,3,5,0,4,2,8,2,0,0,0,0,70,908,904,488,486,10,10,5,5,18500,Jug of Death Description,0,0,14,300,1600,0,0,0,0,1,0
1168,994,994,1032,35,0,0,0,0,0,0,Jug of Death,Jug of Death,1168,card/20201027_gacha_mitsugetsu,565,0,1,3,5,0,5,2,8,2,0,0,0,0,80,1074,1070,577,575,10,10,5,5,55000,Jug of Death Description,1,0,14,300,5500,0,0,0,0,1,0
1169,1368,1368,1047,364,0,0,0,0,0,0,Scripture of the Dead,Scripture of the Dea,1169,card/20201027_gacha_mitsugetsu,566,0,1,2,4,0,4,2,8,1,0,0,0,0,70,910,906,490,488,10,10,5,5,18500,Scripture of the Dead Description,0,0,14,300,1600,0,0,0,0,1,0
1170,1368,1368,1047,364,0,0,0,0,0,0,Scripture of the Dead,Scripture of the Dea,1170,card/20201027_gacha_mitsugetsu,566,0,1,2,4,0,5,2,8,1,0,0,0,0,80,1066,1062,569,567,10,10,5,5,55000,Scripture of the Dead Description,1,0,14,300,5500,0,0,0,0,1,0
1171,0,0,0,0,430,432,0,0,0,0,Scarlet,Scarlet,1171,card/20201027_gacha_mitsugetsu,567,0,3,61,0,0,5,2,64,1,12,12,0,0,80,1299,863,1303,869,12,8,12,8,55000,Scarlet Description,0,0,0,1000,5500,0,0,0,0,1,0
1172,0,0,0,0,431,433,0,0,0,0,Scarlet,Scarlet,1172,card/20201027_gacha_mitsugetsu,567,0,3,61,0,0,6,2,64,1,12,12,1,0,120,1964,1306,1968,1312,11,7,11,7,150000,Scarlet Description,1,0,0,1000,10000,0,0,0,0,1,0
1173,0,0,0,0,502,503,0,0,0,0,Rafflesia,Rafflesia,1173,card/20210114_tobatsu_mugen,568,0,3,61,0,0,5,0,0,2,2,6,0,0,80,642,638,646,644,6,6,6,6,55000,Rafflesia Description,0,0,0,1000,200,0,0,0,0,1,0
1174,0,0,0,0,504,505,0,0,0,0,Rafflesia,Rafflesia,1174,card/20210114_tobatsu_mugen,568,0,3,61,0,0,6,0,0,2,2,6,1,0,120,793,789,797,795,4,4,4,4,150000,Rafflesia Description,1,0,0,1000,1600,0,0,0,0,1,0
1175,2384,2384,1032,2386,0,0,0,0,0,0,Arm of Bondage,Arm of Bondage,1175,card/20200909_grancolosseum,529,0,1,5,10,0,6,2,64,2,0,0,0,0,120,2373,2217,1263,1125,13,13,7,6,150000,Arm of Bondage Description,2,0,22,300,5500,1,0,0,0,1,0
1176,2384,2384,972,2386,0,0,0,0,0,0,Arm of Bondage,Arm of Bondage,1176,card/20200909_grancolosseum,529,0,1,5,10,0,6,2,64,2,0,0,0,0,120,2436,2261,1297,1181,14,13,7,6,150000,Arm of Bondage Description,3,0,22,300,5500,1,0,0,0,1,0
1177,2385,2385,1045,2387,0,0,0,0,0,0,Entrails of Justice,Entrails of Justice,1177,card/20200909_grancolosseum,530,0,1,4,6,0,6,2,64,1,0,0,0,0,120,2118,2114,1298,1296,12,12,7,7,150000,Entrails of Justice Description,2,0,22,300,5500,1,0,0,0,1,0
1178,2385,2385,985,2387,0,0,0,0,0,0,Entrails of Justice,Entrails of Justice,1178,card/20200909_grancolosseum,530,0,1,4,6,0,6,2,64,1,0,0,0,0,120,2224,2220,1349,1347,13,13,7,7,150000,Entrails of Justice Description,3,0,22,300,5500,1,0,0,0,1,0
1179,0,0,0,0,438,441,0,0,0,0,Real Hound (Fire),Real Hound (Fire),1179,card/20201030_mainstory_genjitsu1,569,0,3,61,0,0,3,0,0,1,1,8,0,0,60,370,246,332,330,4,3,4,4,5000,Real Hound (Fire) Description,0,0,0,100,200,0,0,0,0,1,0
1180,0,0,0,0,439,442,0,0,0,0,Real Hound (Water),Real Hound (Water),1180,card/20201030_mainstory_genjitsu1,570,0,3,61,0,0,3,0,0,2,1,8,0,0,60,361,237,323,321,4,3,4,4,5000,Real Hound (Water) Description,0,0,0,100,200,0,0,0,0,1,0
1181,0,0,0,0,440,443,0,0,0,0,Real Hound (Wind),Real Hound (Wind),1181,card/20201030_mainstory_genjitsu1,571,0,3,61,0,0,3,0,0,3,1,8,0,0,60,362,238,324,322,4,3,4,4,5000,Real Hound (Wind) Description,0,0,0,100,200,0,0,0,0,1,0
1182,0,0,0,0,444,447,0,0,0,0,Real Plant (Fire),Real Plant (Fire),1182,card/20201030_mainstory_genjitsu1,572,0,3,61,0,0,3,0,0,1,2,8,0,0,60,321,317,367,245,4,4,4,3,5000,Real Plant (Fire) Description,0,0,0,100,200,0,0,0,0,1,0
1183,0,0,0,0,445,448,0,0,0,0,Real Plant (Water),Real Plant (Water),1183,card/20201030_mainstory_genjitsu1,573,0,3,61,0,0,3,0,0,2,2,8,0,0,60,322,318,368,246,4,4,4,3,5000,Real Plant (Water) Description,0,0,0,100,200,0,0,0,0,1,0
1184,0,0,0,0,446,449,0,0,0,0,Real Plant (Wind),Real Plant (Wind),1184,card/20201030_mainstory_genjitsu1,574,0,3,61,0,0,3,0,0,3,2,8,0,0,60,323,319,369,247,4,4,4,3,5000,Real Plant (Wind) Description,0,0,0,100,200,0,0,0,0,1,0
1185,0,0,0,0,450,453,0,0,0,0,Real Golem (Fire),Real Golem (Fire),1185,card/20201030_mainstory_genjitsu1,575,0,3,61,0,0,3,0,0,1,3,7,0,0,60,466,193,366,364,6,2,4,4,5000,Real Golem (Fire) Description,0,0,0,100,200,0,0,0,0,1,0
1186,0,0,0,0,451,454,0,0,0,0,Real Golem (Water),Real Golem (Water),1186,card/20201030_mainstory_genjitsu1,576,0,3,61,0,0,3,0,0,2,3,7,0,0,60,467,194,367,365,6,2,4,4,5000,Real Golem (Water) Description,0,0,0,100,200,0,0,0,0,1,0
1187,0,0,0,0,452,455,0,0,0,0,Real Golem (Wind),Real Golem (Wind),1187,card/20201030_mainstory_genjitsu1,577,0,3,61,0,0,3,0,0,3,3,7,0,0,60,468,195,368,366,6,2,4,4,5000,Real Golem (Wind) Description,0,0,0,100,200,0,0,0,0,1,0
1188,0,0,0,0,456,459,0,0,0,0,Real Bird (Fire),Real Bird (Fire),1188,card/20201030_mainstory_genjitsu1,578,0,3,61,0,0,3,0,0,1,4,9,0,0,60,327,323,253,371,4,4,3,4,5000,Real Bird (Fire) Description,0,0,0,100,200,0,0,0,0,1,0
1189,0,0,0,0,457,460,0,0,0,0,Real Bird (Water),Real Bird (Water),1189,card/20201030_mainstory_genjitsu1,579,0,3,61,0,0,3,0,0,2,4,9,0,0,60,328,324,254,372,4,4,3,4,5000,Real Bird (Water) Description,0,0,0,100,200,0,0,0,0,1,0
1190,0,0,0,0,458,461,0,0,0,0,Real Bird (Wind),Real Bird (Wind),1190,card/20201030_mainstory_genjitsu1,580,0,3,61,0,0,3,0,0,3,4,9,0,0,60,319,315,245,363,4,4,3,4,5000,Real Bird (Wind) Description,0,0,0,100,200,0,0,0,0,1,0
1191,0,0,0,0,462,465,0,0,0,0,Real Ghost (Fire),Real Ghost (Fire),1191,card/20201030_mainstory_genjitsu1,581,0,3,61,0,0,3,0,0,1,5,9,0,0,60,320,316,177,415,4,4,2,5,5000,Real Ghost (Fire) Description,0,0,0,100,200,0,0,0,0,1,0
1192,0,0,0,0,463,466,0,0,0,0,Real Ghost (Water),Real Ghost (Water),1192,card/20201030_mainstory_genjitsu1,582,0,3,61,0,0,3,0,0,2,5,9,0,0,60,321,317,178,416,4,4,2,5,5000,Real Ghost (Water) Description,0,0,0,100,200,0,0,0,0,1,0
1193,0,0,0,0,464,467,0,0,0,0,Real Ghost (Wind),Real Ghost (Wind),1193,card/20201030_mainstory_genjitsu1,583,0,3,61,0,0,3,0,0,3,5,9,0,0,60,322,318,179,417,4,4,2,5,5000,Real Ghost (Wind) Description,0,0,0,100,200,0,0,0,0,1,0
1194,0,0,0,0,472,473,0,0,0,0,Real Lizard (Fire),Real Lizard (Fire),1194,card/20201030_mainstory_genjitsu1,584,0,3,61,0,0,3,0,0,1,6,7,0,0,60,273,404,365,363,3,5,4,4,5000,Real Lizard (Fire) Description,0,0,0,100,200,0,0,0,0,1,0
1195,0,0,0,0,468,469,0,0,0,0,Real Lizard (Water),Real Lizard (Water),1195,card/20201030_mainstory_genjitsu1,585,0,3,61,0,0,3,0,0,2,6,7,0,0,60,274,405,366,364,3,5,4,4,5000,Real Lizard (Water) Description,0,0,0,100,200,0,0,0,0,1,0
1196,0,0,0,0,470,471,0,0,0,0,Real Lizard (Wind),Real Lizard (Wind),1196,card/20201030_mainstory_genjitsu1,586,0,3,61,0,0,3,0,0,3,6,7,0,0,60,275,406,367,365,3,5,4,4,5000,Real Lizard (Wind) Description,0,0,0,100,200,0,0,0,0,1,0
1197,0,0,0,0,474,477,0,0,0,0,Real Orc (Fire),Real Orc (Fire),1197,card/20201030_mainstory_genjitsu1,587,0,3,61,0,0,3,0,0,1,7,7,0,0,60,419,175,396,214,5,2,5,2,5000,Real Orc (Fire) Description,0,0,0,100,200,0,0,0,0,1,0
1198,0,0,0,0,475,478,0,0,0,0,Real Orc (Water),Real Orc (Water),1198,card/20201030_mainstory_genjitsu1,588,0,3,61,0,0,3,0,0,2,7,7,0,0,60,420,176,397,215,5,2,5,2,5000,Real Orc (Water) Description,0,0,0,100,200,0,0,0,0,1,0
1199,0,0,0,0,476,479,0,0,0,0,Real Orc (Wind),Real Orc (Wind),1199,card/20201030_mainstory_genjitsu1,589,0,3,61,0,0,3,0,0,3,7,7,0,0,60,421,177,398,216,5,2,5,2,5000,Real Orc (Wind) Description,0,0,0,100,200,0,0,0,0,1,0
1200,0,0,0,0,480,483,0,0,0,0,Real Spider (Fire),Real Spider (Fire),1200,card/20201030_mainstory_genjitsu1,590,0,3,61,0,0,3,0,0,1,8,8,0,0,60,357,353,361,359,4,4,4,4,5000,Real Spider (Fire) Description,0,0,0,100,200,0,0,0,0,1,0
1201,0,0,0,0,481,484,0,0,0,0,Real Spider (Water),Real Spider (Water),1201,card/20201030_mainstory_genjitsu1,591,0,3,61,0,0,3,0,0,2,8,8,0,0,60,358,354,362,360,4,4,4,4,5000,Real Spider (Water) Description,0,0,0,100,200,0,0,0,0,1,0
1202,0,0,0,0,482,485,0,0,0,0,Real Spider (Wind),Real Spider (Wind),1202,card/20201030_mainstory_genjitsu1,592,0,3,61,0,0,3,0,0,3,8,8,0,0,60,359,355,363,361,4,4,4,4,5000,Real Spider (Wind) Description,0,0,0,100,200,0,0,0,0,1,0
1203,0,0,0,0,486,487,0,0,0,0,Real Wisp (Fire),Real Wisp (Fire),1203,card/20201030_mainstory_genjitsu1,593,0,3,61,0,0,4,0,0,1,9,3,0,0,70,205,484,382,380,2,5,4,4,18500,Real Wisp (Fire) Description,0,0,0,300,1600,0,0,0,0,1,0
1204,0,0,0,0,488,489,0,0,0,0,Real Wisp (Water),Real Wisp (Water),1204,card/20201030_mainstory_genjitsu1,594,0,3,61,0,0,4,0,0,2,9,3,0,0,70,206,485,383,381,2,5,4,4,18500,Real Wisp (Water) Description,0,0,0,300,1600,0,0,0,0,1,0
1205,0,0,0,0,490,491,0,0,0,0,Real Wisp (Wind),Real Wisp (Wind),1205,card/20201030_mainstory_genjitsu1,595,0,3,61,0,0,4,0,0,3,9,3,0,0,70,207,486,384,382,2,5,4,4,18500,Real Wisp (Wind) Description,0,0,0,300,1600,0,0,0,0,1,0
1206,0,0,0,0,492,495,0,0,0,0,Salesman (Fire),Salesman (Fire),1206,card/20201030_mainstory_genjitsu1,596,0,3,61,0,0,4,0,0,1,12,13,0,0,70,208,487,385,383,2,5,4,4,18500,Salesman (Fire) Description,0,0,0,300,1600,0,0,0,0,1,0
1207,0,0,0,0,493,496,0,0,0,0,Salesman (Water),Salesman (Water),1207,card/20201030_mainstory_genjitsu1,597,0,3,61,0,0,4,0,0,2,12,13,0,0,70,209,488,386,384,2,5,4,4,18500,Salesman (Water) Description,0,0,0,300,1600,0,0,0,0,1,0
1208,0,0,0,0,494,497,0,0,0,0,Salesman (Wind),Salesman (Wind),1208,card/20201030_mainstory_genjitsu1,598,0,3,61,0,0,4,0,0,3,12,13,0,0,70,210,489,387,385,2,5,4,4,18500,Salesman (Wind) Description,0,0,0,300,1600,0,0,0,0,1,0
1209,0,0,0,0,0,0,61,0,0,0,Schoolgirl's Headphones (Projectile),Schoolgirl's Headpho,1209,card/20201030_mainstory_genjitsu1,599,0,2,21,0,9,2,0,0,0,0,0,0,0,50,0,0,226,274,0,0,3,4,1500,Schoolgirl's Headphones (Projectile) Description,0,0,0,100,200,0,0,0,0,1,0
1210,0,0,0,0,0,0,61,0,0,0,Schoolgirl's Headphones (Projectile),Schoolgirl's Headpho,1210,card/20201030_mainstory_genjitsu1,599,0,2,21,0,9,3,0,0,0,0,0,0,0,60,0,0,826,1018,0,0,11,13,5000,Schoolgirl's Headphones (Projectile) Description,1,0,0,100,1600,0,0,0,0,1,0
1211,0,0,0,0,0,0,61,0,0,0,Schoolgirl's Headphones (Projectile),Schoolgirl's Headpho,1211,card/20201030_mainstory_genjitsu1,599,0,2,21,0,9,4,0,0,0,0,0,0,0,70,0,0,1282,1581,0,0,14,17,18500,Schoolgirl's Headphones (Projectile) Description,2,0,0,100,5500,0,0,0,0,1,0
1212,0,0,0,0,0,0,61,0,0,0,Schoolgirl's Uniform (Projectile),Schoolgirl's Uniform,1212,card/20201030_mainstory_genjitsu1,600,0,2,22,0,9,2,0,0,0,0,0,0,0,50,0,0,219,267,0,0,3,4,1500,Schoolgirl's Uniform (Projectile) Description,0,0,0,100,200,0,0,0,0,1,0
1213,0,0,0,0,0,0,61,0,0,0,Schoolgirl's Uniform (Projectile),Schoolgirl's Uniform,1213,card/20201030_mainstory_genjitsu1,600,0,2,22,0,9,3,0,0,0,0,0,0,0,60,0,0,829,1021,0,0,11,13,5000,Schoolgirl's Uniform (Projectile) Description,1,0,0,100,1600,0,0,0,0,1,0
1214,0,0,0,0,0,0,61,0,0,0,Schoolgirl's Uniform (Projectile),Schoolgirl's Uniform,1214,card/20201030_mainstory_genjitsu1,600,0,2,22,0,9,4,0,0,0,0,0,0,0,70,0,0,1285,1584,0,0,14,17,18500,Schoolgirl's Uniform (Projectile) Description,2,0,0,100,5500,0,0,0,0,1,0
1215,0,0,0,0,0,0,61,0,0,0,Schoolgirl's Shoes (Projectile),Schoolgirl's Shoes,1215,card/20201030_mainstory_genjitsu1,601,0,2,23,0,9,2,0,0,0,0,0,0,0,50,0,0,222,270,0,0,3,4,1500,Schoolgirl's Shoes (Projectile) Description,0,0,0,100,200,0,0,0,0,1,0
1216,0,0,0,0,0,0,61,0,0,0,Schoolgirl's Shoes (Projectile),Schoolgirl's Shoes,1216,card/20201030_mainstory_genjitsu1,601,0,2,23,0,9,3,0,0,0,0,0,0,0,60,0,0,832,1024,0,0,11,13,5000,Schoolgirl's Shoes (Projectile) Description,1,0,0,100,1600,0,0,0,0,1,0
1217,0,0,0,0,0,0,61,0,0,0,Schoolgirl's Shoes (Projectile),Schoolgirl's Shoes,1217,card/20201030_mainstory_genjitsu1,601,0,2,23,0,9,4,0,0,0,0,0,0,0,70,0,0,1288,1587,0,0,14,17,18500,Schoolgirl's Shoes (Projectile) Description,2,0,0,100,5500,0,0,0,0,1,0
1218,0,0,0,0,0,0,61,0,0,0,Schoolgirl's Watch (Projectile),Schoolgirl's Watch,1218,card/20201030_mainstory_genjitsu1,602,0,2,24,0,9,2,0,0,0,0,0,0,0,50,0,0,225,273,0,0,3,4,1500,Schoolgirl's Watch (Projectile) Description,0,0,0,100,200,0,0,0,0,1,0
1219,0,0,0,0,0,0,61,0,0,0,Schoolgirl's Watch (Projectile),Schoolgirl's Watch,1219,card/20201030_mainstory_genjitsu1,602,0,2,24,0,9,3,0,0,0,0,0,0,0,60,0,0,835,1027,0,0,11,13,5000,Schoolgirl's Watch (Projectile) Description,1,0,0,100,1600,0,0,0,0,1,0
1220,0,0,0,0,0,0,61,0,0,0,Schoolgirl's Watch (Projectile),Schoolgirl's Watch,1220,card/20201030_mainstory_genjitsu1,602,0,2,24,0,9,4,0,0,0,0,0,0,0,70,0,0,1281,1580,0,0,14,17,18500,Schoolgirl's Watch (Projectile) Description,2,0,0,100,5500,0,0,0,0,1,0
1221,0,0,0,0,0,0,59,0,0,0,Schoolgirl's Headphones (Heavy),Schoolgirl's Headpho,1221,card/20201030_mainstory_genjitsu1,603,0,2,21,0,9,2,0,0,0,0,0,0,0,50,0,0,218,266,0,0,3,4,1500,Schoolgirl's Headphones (Heavy) Description,0,0,0,100,200,0,0,0,0,1,0
1222,0,0,0,0,0,0,59,0,0,0,Schoolgirl's Headphones (Heavy),Schoolgirl's Headpho,1222,card/20201030_mainstory_genjitsu1,603,0,2,21,0,9,3,0,0,0,0,0,0,0,60,0,0,828,1020,0,0,11,13,5000,Schoolgirl's Headphones (Heavy) Description,1,0,0,100,1600,0,0,0,0,1,0
1223,0,0,0,0,0,0,59,0,0,0,Schoolgirl's Headphones (Heavy),Schoolgirl's Headpho,1223,card/20201030_mainstory_genjitsu1,603,0,2,21,0,9,4,0,0,0,0,0,0,0,70,0,0,1284,1583,0,0,14,17,18500,Schoolgirl's Headphones (Heavy) Description,2,0,0,100,5500,0,0,0,0,1,0
1224,0,0,0,0,0,0,59,0,0,0,Schoolgirl's Uniform (Heavy),Schoolgirl's Uniform,1224,card/20201030_mainstory_genjitsu1,604,0,2,22,0,9,2,0,0,0,0,0,0,0,50,0,0,221,269,0,0,3,4,1500,Schoolgirl's Uniform (Heavy) Description,0,0,0,100,200,0,0,0,0,1,0
1225,0,0,0,0,0,0,59,0,0,0,Schoolgirl's Uniform (Heavy),Schoolgirl's Uniform,1225,card/20201030_mainstory_genjitsu1,604,0,2,22,0,9,3,0,0,0,0,0,0,0,60,0,0,831,1023,0,0,11,13,5000,Schoolgirl's Uniform (Heavy) Description,1,0,0,100,1600,0,0,0,0,1,0
1226,0,0,0,0,0,0,59,0,0,0,Schoolgirl's Uniform (Heavy),Schoolgirl's Uniform,1226,card/20201030_mainstory_genjitsu1,604,0,2,22,0,9,4,0,0,0,0,0,0,0,70,0,0,1287,1586,0,0,14,17,18500,Schoolgirl's Uniform (Heavy) Description,2,0,0,100,5500,0,0,0,0,1,0
1227,0,0,0,0,0,0,59,0,0,0,Schoolgirl's Shoes (Heavy),Schoolgirl's Shoes,1227,card/20201030_mainstory_genjitsu1,605,0,2,23,0,9,2,0,0,0,0,0,0,0,50,0,0,224,272,0,0,3,4,1500,Schoolgirl's Shoes (Heavy) Description,0,0,0,100,200,0,0,0,0,1,0
1228,0,0,0,0,0,0,59,0,0,0,Schoolgirl's Shoes (Heavy),Schoolgirl's Shoes,1228,card/20201030_mainstory_genjitsu1,605,0,2,23,0,9,3,0,0,0,0,0,0,0,60,0,0,834,1026,0,0,11,13,5000,Schoolgirl's Shoes (Heavy) Description,1,0,0,100,1600,0,0,0,0,1,0
1229,0,0,0,0,0,0,59,0,0,0,Schoolgirl's Shoes (Heavy),Schoolgirl's Shoes,1229,card/20201030_mainstory_genjitsu1,605,0,2,23,0,9,4,0,0,0,0,0,0,0,70,0,0,1290,1589,0,0,14,17,18500,Schoolgirl's Shoes (Heavy) Description,2,0,0,100,5500,0,0,0,0,1,0
1230,0,0,0,0,0,0,59,0,0,0,Schoolgirl's Watch (Heavy),Schoolgirl's Watch,1230,card/20201030_mainstory_genjitsu1,606,0,2,24,0,9,2,0,0,0,0,0,0,0,50,0,0,217,265,0,0,3,4,1500,Schoolgirl's Watch (Heavy) Description,0,0,0,100,200,0,0,0,0,1,0
1231,0,0,0,0,0,0,59,0,0,0,Schoolgirl's Watch (Heavy),Schoolgirl's Watch,1231,card/20201030_mainstory_genjitsu1,606,0,2,24,0,9,3,0,0,0,0,0,0,0,60,0,0,827,1019,0,0,11,13,5000,Schoolgirl's Watch (Heavy) Description,1,0,0,100,1600,0,0,0,0,1,0
1232,0,0,0,0,0,0,59,0,0,0,Schoolgirl's Watch (Heavy),Schoolgirl's Watch,1232,card/20201030_mainstory_genjitsu1,606,0,2,24,0,9,4,0,0,0,0,0,0,0,70,0,0,1283,1582,0,0,14,17,18500,Schoolgirl's Watch (Heavy) Description,2,0,0,100,5500,0,0,0,0,1,0
1233,0,0,0,0,0,0,51,0,0,0,Schoolgirl's Headphones (Tome),Schoolgirl's Headpho,1233,card/20201030_mainstory_genjitsu1,607,0,2,21,0,9,2,0,0,0,0,0,0,0,50,0,0,220,268,0,0,3,4,1500,Schoolgirl's Headphones (Tome) Description,0,0,0,100,200,0,0,0,0,1,0
1234,0,0,0,0,0,0,51,0,0,0,Schoolgirl's Headphones (Tome),Schoolgirl's Headpho,1234,card/20201030_mainstory_genjitsu1,607,0,2,21,0,9,3,0,0,0,0,0,0,0,60,0,0,830,1022,0,0,11,13,5000,Schoolgirl's Headphones (Tome) Description,1,0,0,100,1600,0,0,0,0,1,0
1235,0,0,0,0,0,0,51,0,0,0,Schoolgirl's Headphones (Tome),Schoolgirl's Headpho,1235,card/20201030_mainstory_genjitsu1,607,0,2,21,0,9,4,0,0,0,0,0,0,0,70,0,0,1286,1585,0,0,14,17,18500,Schoolgirl's Headphones (Tome) Description,2,0,0,100,5500,0,0,0,0,1,0
1236,0,0,0,0,0,0,51,0,0,0,Schoolgirl's Uniform (Tome),Schoolgirl's Uniform,1236,card/20201030_mainstory_genjitsu1,608,0,2,22,0,9,2,0,0,0,0,0,0,0,50,0,0,223,271,0,0,3,4,1500,Schoolgirl's Uniform (Tome) Description,0,0,0,100,200,0,0,0,0,1,0
1237,0,0,0,0,0,0,51,0,0,0,Schoolgirl's Uniform (Tome),Schoolgirl's Uniform,1237,card/20201030_mainstory_genjitsu1,608,0,2,22,0,9,3,0,0,0,0,0,0,0,60,0,0,833,1025,0,0,11,13,5000,Schoolgirl's Uniform (Tome) Description,1,0,0,100,1600,0,0,0,0,1,0
1238,0,0,0,0,0,0,51,0,0,0,Schoolgirl's Uniform (Tome),Schoolgirl's Uniform,1238,card/20201030_mainstory_genjitsu1,608,0,2,22,0,9,4,0,0,0,0,0,0,0,70,0,0,1289,1588,0,0,14,17,18500,Schoolgirl's Uniform (Tome) Description,2,0,0,100,5500,0,0,0,0,1,0
1239,0,0,0,0,0,0,51,0,0,0,Schoolgirl's Shoes (Tome),Schoolgirl's Shoes,1239,card/20201030_mainstory_genjitsu1,609,0,2,23,0,9,2,0,0,0,0,0,0,0,50,0,0,226,274,0,0,3,4,1500,Schoolgirl's Shoes (Tome) Description,0,0,0,100,200,0,0,0,0,1,0
1240,0,0,0,0,0,0,51,0,0,0,Schoolgirl's Shoes (Tome),Schoolgirl's Shoes,1240,card/20201030_mainstory_genjitsu1,609,0,2,23,0,9,3,0,0,0,0,0,0,0,60,0,0,826,1018,0,0,11,13,5000,Schoolgirl's Shoes (Tome) Description,1,0,0,100,1600,0,0,0,0,1,0
1241,0,0,0,0,0,0,51,0,0,0,Schoolgirl's Shoes (Tome),Schoolgirl's Shoes,1241,card/20201030_mainstory_genjitsu1,609,0,2,23,0,9,4,0,0,0,0,0,0,0,70,0,0,1282,1581,0,0,14,17,18500,Schoolgirl's Shoes (Tome) Description,2,0,0,100,5500,0,0,0,0,1,0
1242,0,0,0,0,0,0,51,0,0,0,Schoolgirl's Watch (Tome),Schoolgirl's Watch,1242,card/20201030_mainstory_genjitsu1,610,0,2,24,0,9,2,0,0,0,0,0,0,0,50,0,0,219,267,0,0,3,4,1500,Schoolgirl's Watch (Tome) Description,0,0,0,100,200,0,0,0,0,1,0
1243,0,0,0,0,0,0,51,0,0,0,Schoolgirl's Watch (Tome),Schoolgirl's Watch,1243,card/20201030_mainstory_genjitsu1,610,0,2,24,0,9,3,0,0,0,0,0,0,0,60,0,0,829,1021,0,0,11,13,5000,Schoolgirl's Watch (Tome) Description,1,0,0,100,1600,0,0,0,0,1,0
1244,0,0,0,0,0,0,51,0,0,0,Schoolgirl's Watch (Tome),Schoolgirl's Watch,1244,card/20201030_mainstory_genjitsu1,610,0,2,24,0,9,4,0,0,0,0,0,0,0,70,0,0,1285,1584,0,0,14,17,18500,Schoolgirl's Watch (Tome) Description,2,0,0,100,5500,0,0,0,0,1,0
1245,0,0,0,0,0,0,55,0,0,0,Schoolgirl's Headphones (Staff),Schoolgirl's Headpho,1245,card/20201030_mainstory_genjitsu1,611,0,2,21,0,9,2,0,0,0,0,0,0,0,50,0,0,222,270,0,0,3,4,1500,Schoolgirl's Headphones (Staff) Description,0,0,0,100,200,0,0,0,0,1,0
1246,0,0,0,0,0,0,55,0,0,0,Schoolgirl's Headphones (Staff),Schoolgirl's Headpho,1246,card/20201030_mainstory_genjitsu1,611,0,2,21,0,9,3,0,0,0,0,0,0,0,60,0,0,832,1024,0,0,11,13,5000,Schoolgirl's Headphones (Staff) Description,1,0,0,100,1600,0,0,0,0,1,0
1247,0,0,0,0,0,0,55,0,0,0,Schoolgirl's Headphones (Staff),Schoolgirl's Headpho,1247,card/20201030_mainstory_genjitsu1,611,0,2,21,0,9,4,0,0,0,0,0,0,0,70,0,0,1288,1587,0,0,14,17,18500,Schoolgirl's Headphones (Staff) Description,2,0,0,100,5500,0,0,0,0,1,0
1248,0,0,0,0,0,0,55,0,0,0,Schoolgirl's Uniform (Staff),Schoolgirl's Uniform,1248,card/20201030_mainstory_genjitsu1,612,0,2,22,0,9,2,0,0,0,0,0,0,0,50,0,0,225,273,0,0,3,4,1500,Schoolgirl's Uniform (Staff) Description,0,0,0,100,200,0,0,0,0,1,0
