skillMstId,category,setEffectSeriesId,name,description,attackEffect,sp,maxLevel,resourceName,type,typeLabel,primaryIcon,secondaryIcon,rangeIcon,autoSkillPercentageType
1317,1,0,Evil Blaze of Assault (III),Deals great M.DMG to 1 to 2 enemies.\nSlightly increases own M.ATK.,0,22,15,,6,multiple enemies,2,6,2,0
1318,1,0,Evil Hail of Assault (III),Deals great M.DMG to 1 to 2 enemies.\nSlightly increases own M.ATK.,0,22,15,,6,multiple enemies,2,6,2,0
1319,1,0,Evil Thunder of Assault (III),Deals great M.DMG to 1 to 2 enemies.\nSlightly increases own M.ATK.,0,22,15,,6,multiple enemies,2,6,2,0
1329,1,0,Inferno of Exorcism (III),Deals great M.DMG to 1 to 2 enemies.,0,21,15,,2,multiple enemies,2,0,2,0
1330,1,0,Tornado of Leeching (III),Deals great P.DMG to 1 enemy.\nSlightly restores own HP.,0,19,15,,3,Single Enemy/Self,1,3,1,0
1331,1,0,Torch of Exorcism (IV),Deals massive M.DMG to 1 enemy.,0,18,15,,1,Single Enemy,2,0,1,0
1332,1,0,Inferno of Exorcism (III),Deals great M.DMG to 1 to 2 enemies.,0,21,15,,2,multiple enemies,2,0,2,0
1333,1,0,Torch of Destruction (IV),Deals massive P.DMG to 1 enemy.,0,18,15,,1,Single Enemy,1,0,1,0
1334,1,0,Inferno of Destruction (III),Deals great P.DMG to 1 to 2 enemies.,0,21,15,,2,multiple enemies,1,0,2,0
1335,1,0,Evil Ember of Leeching (III),Deals great M.DMG to 1 enemy.\nSlightly restores own HP.,0,19,15,,3,Single Enemy/Self,2,3,1,0
1336,1,0,Inferno of Exorcism (III),Deals great M.DMG to 1 to 2 enemies.,0,21,15,,2,multiple enemies,2,0,2,0
1337,1,0,Healing Light (II),Restores HP to 1 ally.,0,14,15,,35,Single Ally/Self,3,0,1,0
1338,1,0,Blessed Gospel (I),Slightly restores HP to 1 to 2 allies.,0,17,15,,36,Multiple Allies/Self,3,0,2,0
1339,1,0,Healing Light (II),Restores HP to 1 ally.,0,14,15,,35,Single Ally/Self,3,0,1,0
1340,1,0,Healing Light (II),Restores HP to 1 ally.,0,14,15,,35,Single Ally/Self,3,0,1,0
1341,1,0,Blessed Gospel (I),Slightly restores HP to 1 to 2 allies.,0,17,15,,36,Multiple Allies/Self,3,0,2,0
1342,1,0,Blessed Gospel (I),Slightly restores HP to 2 allies.,0,23,15,,35,Multiple Allies/Self,3,0,3,0
1343,1,0,Blessed Gospel (II),Restores HP to 1 to 2 allies.,0,19,15,,36,Multiple Allies/Self,3,0,2,0
1344,1,0,Healing Light (IV),Massively restores HP to 1 ally.,0,18,15,,35,Single Ally/Self,3,0,1,0
1345,1,0,Healing Light (IV),Massively restores HP to 1 ally.,0,18,15,,35,Single Ally/Self,3,0,1,0
1346,1,0,Blessed Gospel (III),Greatly restores HP to 1 to 2 allies.,0,21,15,,36,Multiple Allies/Self,3,0,2,0
1347,1,0,Healing Light (IV),Massively restores HP to 1 ally.,0,18,15,,35,Single Ally/Self,3,0,1,0
1348,1,0,Blessed Gospel (III),Greatly restores HP to 2 allies.,0,25,15,,35,Multiple Allies/Self,3,0,3,0
1349,1,0,Hero's Harmony (I),Slightly increases 2 allies' P.ATK and M.ATK.,0,22,15,,41,Multiple Allies/Self,8,0,3,0
1350,1,0,Hero's Rhapsody (I),Slightly increases 1 ally's P.ATK and M.ATK.,0,15,15,,41,Single Ally/Self,8,0,1,0
1351,1,0,Holy Knight's Hymn (I),Slightly increases 1 ally's P.DEF and M.DEF.,0,15,15,,41,Single Ally/Self,13,0,1,0
1352,1,0,Holy Knight's Gospel (I),Slightly increases 2 allies' P.DEF and M.DEF.,0,22,15,,41,Multiple Allies/Self,13,0,3,0
1353,1,0,Hero's Rhapsody (I),Slightly increases 1 ally's P.ATK and M.ATK.,0,15,15,,41,Single Ally/Self,8,0,1,0
1354,1,0,Holy Knight's Gospel (I),Slightly increases 2 allies' P.DEF and M.DEF.,0,23,15,,41,Multiple Allies/Self,13,0,3,0
1355,1,0,Warrior's Waltz (III),Greatly increases 1 ally's P.ATK.,0,16,15,,41,Single Ally/Self,4,0,1,0
1356,1,0,Holy Knight's Gospel (I),Slightly increases 2 allies' P.DEF and M.DEF.,0,23,15,,41,Multiple Allies/Self,13,0,3,0
1357,1,0,Hero's Harmony (I),Slightly increases 2 allies' P.ATK and M.ATK.,0,24,15,,41,Multiple Allies/Self,8,0,3,0
1358,1,0,Warrior's Waltz (IV),Massively increases 1 ally's P.ATK.,0,18,15,,41,Single Ally/Self,4,0,1,0
1359,1,0,Warrior's Waltz (IV),Massively increases 1 ally's P.ATK.,0,18,15,,41,Single Ally/Self,4,0,1,0
1360,1,0,Knight's Nocturne (III),Greatly increases 1 to 2 allies' P.DEF.,0,21,15,,42,Multiple Allies/Self,5,0,2,0
1361,1,0,Holy Knight's Hymn (III),Greatly increases 1 ally's P.DEF and M.DEF.,0,18,15,,41,Single Ally/Self,13,0,1,0
1362,1,0,Holy Knight's Gospel (II),Increases 2 allies' P.DEF and M.DEF.,0,25,15,,41,Multiple Allies/Self,13,0,3,0
1363,1,0,Incantation of Corrosion (I),Slightly reduces P.ATK and M.ATK of 2 enemies.,0,22,15,,43,multiple enemies,18,0,3,0
1364,1,0,Curse of Corrosion (I),Slightly reduces 1 enemy's P.ATK and M.ATK.,0,15,15,,43,Single Enemy,18,0,1,0
1365,1,0,Incantation of Submission (I),Slightly reduces P.DEF and M.DEF of 2 enemies.,0,22,15,,43,multiple enemies,23,0,3,0
1366,1,0,Incantation of Submission (I),Slightly reduces P.DEF and M.DEF of 2 enemies.,0,22,15,,43,multiple enemies,23,0,3,0
1367,1,0,Curse of Corrosion (I),Slightly reduces 1 enemy's P.ATK and M.ATK.,0,15,15,,43,Single Enemy,18,0,1,0
1368,1,0,Incantation of Submission (I),Slightly reduces P.DEF and M.DEF of 2 enemies.,0,23,15,,43,multiple enemies,23,0,3,0
1369,1,0,Curse of Demolition (III),Greatly reduces 1 enemy's P.DEF.,0,16,15,,43,Single Enemy,15,0,1,0
1370,1,0,Curse of Rust (IV),Massively reduces 1 enemy's P.ATK.,0,18,15,,43,Single Enemy,14,0,1,0
1371,1,0,Curse of Rust (IV),Massively reduces 1 enemy's P.ATK.,0,18,15,,43,Single Enemy,14,0,1,0
1372,1,0,Incantation of Demolition (III),Greatly reduces 1 to 2 enemies' P.DEF.,0,21,15,,44,multiple enemies,15,0,2,0
1373,1,0,Curse of Submission (III),Greatly reduces 1 enemy's P.DEF and M.DEF.,0,19,15,,43,Single Enemy,23,0,1,0
1374,1,0,Curse of Demolition (III),Greatly reduces 1 enemy's P.DEF.,0,16,15,,43,Single Enemy,15,0,1,0
1383,4,0,,Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1384,4,0,,Deals 100% P.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1385,4,0,,Increases 1 ally's P.ATK by 50%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1386,4,0,■ of ■■!,Removes ▽ enemies' buffs.,0,0,15,,126,All Enemies,0,0,0,0
1387,4,0,□□Moon□□,Deals 150% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1388,4,0,,Deals 100% M.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1389,4,0,,Deals 100% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1390,4,0,,Increases 1 ally's M.ATK by 50%.,0,0,15,,41,Single Ally,0,0,0,0
1391,4,0,"Tease, Torment, Taunt",Halves 5 enemies' P.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1392,1,0,Flames of Leeching (III),Deals great P.DMG to 1 enemy.\nSlightly restores own HP.,0,19,15,,3,Single Enemy/Self,1,3,1,0
1393,1,0,Blessed Gospel (II),Restores HP to 1 to 2 allies.,0,19,15,,36,Multiple Allies/Self,3,0,2,0
1394,1,0,Holy Knight's Hymn (III),Greatly increases 1 ally's P.DEF and M.DEF.,0,18,15,,41,Single Ally/Self,13,0,1,0
1395,1,0,Gale of Destruction (III),Deals great P.DMG to 1 to 2 enemies.,0,21,15,,2,multiple enemies,1,0,2,0
1396,4,0,Flames of Leeching (III),Deals great P.DMG to 1 enemy.\nSlightly restores own HP.,0,19,15,,3,Single Enemy/Self,1,3,1,0
1397,4,0,Blessed Gospel (II),Restores HP to 1 to 2 allies.,0,17,15,,36,Multiple Allies/Self,3,0,2,0
1398,4,0,Holy Knight's Hymn (III),Greatly increases 1 ally's P.DEF and M.DEF.,0,17,15,,41,Single Ally/Self,13,0,1,0
1399,4,0,Gale of Destruction (III),Deals great P.DMG to 1 to 2 enemies.,0,21,15,,2,multiple enemies,1,0,2,0
1400,4,0,Shake Free,Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1401,4,0,Smash,Deals 150% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1402,4,0,Shake Free,Deals 150% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1403,4,0,Smash,Deals 225% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1404,4,0,Shake Free,Deals 200% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1405,4,0,Smash,Deals 300% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1406,4,0,Must Protect!,Increases 1 ally's P.ATK by 3%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1407,4,0,Shockwaves Through the Land!,Deals 175% P.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1408,4,0,Trespasser!,Removes all debuffs from oneself.,0,0,15,,196,Single Ally,0,0,0,0
1409,4,0,,Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1410,4,0,,Increases HP recovery of 1 ally by 30%.,0,0,15,,35,Single Ally/Self,0,0,0,0
1411,4,0,,Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1412,4,0,My Family,Deals 150% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1413,4,0,Where are you?,Deals 100% P.DMG to 1 enemy.\nIncreases own HP recovery by 200%.,0,0,15,,3,Single Enemy/Self,0,0,0,0
1414,4,0,,Deals 50% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1415,4,0,The Kind Prince,Deals 100% P.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1416,4,0,Waiting,Removes ▽ enemies' buffs.,0,0,15,,126,All Enemies,0,0,0,0
1417,4,0,At the Castle,Increases 1 ally's P.ATK by 10%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1418,4,0,,Deals 100% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1419,4,0,How Enviable,Deals 200% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1420,4,0,Why Only Me?,Increases 1 ally's P.DEF and M.DEF by 6%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1421,4,0,I Hate You,Deals 200% M.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1422,4,0,,Deals 180% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1423,4,0,,Deals 180% P.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1424,4,0,I Want to Tie You Down,Halves 5 enemies' P.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1425,4,0,,Deals 220% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1426,4,0,,Deals 160% M.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1427,4,0,I Want Him to Myself,Deals 155% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1428,4,0,I Was Crushed,Halves 5 enemies' M.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1429,4,0,,Deals 100% M.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1430,4,0,,Deals 100% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1431,4,0,Poison Apple,Increases 1 ally's M.ATK by 50%.,0,0,15,,41,Single Ally,0,0,0,0
1432,4,0,,Deals 100% P.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1433,4,0,Time to Play!,Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1434,4,0,,Halves 5 enemies' P.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1435,4,0,Time to Play!,Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1436,4,0,,Deals 100% P.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1437,4,0,"Burn, Stab, Behead!",Deals 100% P.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1438,4,0,,Halves 5 enemy's P.ATK and P.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1439,4,0,,Deals 100% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1440,4,0,,Deals 100% M.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1441,4,0,,Increases 1 ally's M.ATK by 50%.,0,0,15,,41,Single Ally,0,0,0,0
1442,4,0,My Magic Wore Off,Removes ▽ enemies' buffs.,0,0,15,,126,All Enemies,0,0,0,0
1443,4,0,,Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1444,4,0,,Deals 100% P.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1445,4,0,Command Me,Increases HP recovery of 1 ally by 20%.,0,0,15,,35,Single Ally/Self,0,0,0,0
1446,4,0,,Halves 5 enemies' P.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1447,4,0,,Deals 100% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1448,4,0,,Deals 100% M.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1449,4,0,Give Me a Cruel Command,Deals 100% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1450,4,0,Command Me,Increases HP recovery of 1 ally by 30%.,0,0,15,,35,Single Ally/Self,0,0,0,0
1451,4,0,,Halves 5 enemies' M.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1452,4,0,,Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1453,4,0,,Deals 100% P.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1454,4,0,The True Me,Increases 1 ally's P.ATK by 50%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1455,4,0,,Deals 100% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1456,4,0,,Deals 100% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1457,4,0,Zzzzzzzzzz,Increases HP recovery of 1 ally by 20%.,0,0,15,,35,Single Ally/Self,0,0,0,0
1458,4,0,Let Me Sleep,Deals 150% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1459,4,0,,Deals 100% P.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1460,4,0,,Halves 1 enemy's P.ATK and P.DEF.,0,0,15,,43,Single Enemy,0,0,0,0
1461,4,0,You Woke Me Up!,Removes ▽ enemies' buffs.,0,0,15,,126,All Enemies,0,0,0,0
1462,4,0,,Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1463,4,0,,Deals 100% P.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1464,4,0,,Increases 1 ally's P.ATK by 50%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1465,4,0,What a Disgrace,Removes ▽ enemies' buffs.,0,0,15,,126,All Enemies,0,0,0,0
1466,4,0,,Deals 150% M.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1467,4,0,Make It Right,Deals 100% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1468,4,0,"Mirror, Mirror",Increases 1 ally's M.ATK by 50%.,0,0,15,,41,Single Ally,0,0,0,0
1469,4,0,,Halves 5 enemies' M.ATK and M.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1470,4,0,,Deals 100% M.DMG to 1 enemy.\nIncreases own M.ATK by 10%.,0,0,15,,5,Single Enemy,0,0,0,0
1471,4,0,,Deals 150% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1472,4,0,,Deals 100% M.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1473,4,0,,Halves 5 enemies' M.ATK and M.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1474,4,0,A Coward Turned to Ash,Removes ▽ enemies' buffs.,0,0,15,,126,All Enemies,0,0,0,0
1475,4,0,Look at the Real Me,Deals 100% M.DMG to 5 enemies.\nIncreases own HP recovery by 30%.,0,0,15,,3,All Enemies/Self,0,0,0,0
1476,4,0,,Deals 100% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1477,4,0,,Deals 100% M.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1478,4,0,I Am Me,Deals 100% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1479,4,0,Must Eat More,Increases 1 ally's M.ATK by 50%.,0,0,15,,41,Single Ally,0,0,0,0
1480,4,0,,Halves 5 enemies' M.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1481,4,0,Messenger from the Moon,Deals 150% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1482,4,0,,Deals 100% M.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1483,4,0,,Deals 100% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1484,4,0,,Increases 1 ally's M.ATK by 50%.,0,0,15,,41,Single Ally,0,0,0,0
1485,4,0,Torment Me,Halves 5 enemies' P.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1486,1,0,Wave of Destruction (IV),Deals massive P.DMG to 1 enemy.,0,18,15,,1,Single Enemy,1,0,1,0
1487,1,0,Curse of Demolition (IV),Massively reduces 1 enemy's P.DEF.,0,18,15,,43,Single Enemy,15,0,1,0
1488,4,0,Wave of Destruction (IV),Deals massive P.DMG to 1 enemy.,0,18,15,,1,Single Enemy,1,0,1,0
1489,4,0,Curse of Demolition (IV),Massively reduces 1 enemy's P.DEF.,0,18,15,,43,Single Enemy,15,0,1,0
1490,1,0,Icicle of Leeching (II),Deals P.DMG to 1 enemy.\nSlightly restores own HP.,0,17,15,,3,Single Enemy/Self,1,3,1,0
1491,4,0,Icicle of Leeching (II),Deals P.DMG to 1 enemy.\nSlightly restores own HP.,0,17,15,,3,Single Enemy/Self,1,3,1,0
1492,4,0,Blessed Gospel (III),Greatly restores HP to 1 to 2 allies.,0,21,15,,36,Multiple Allies/Self,3,0,2,0
1493,4,0,Wave of Exorcism (IV),Deals massive M.DMG to 1 enemy.,0,18,15,,1,Single Enemy,2,0,1,0
1494,4,0,Tornado of Leeching (III),Deals great P.DMG to 1 enemy.\nSlightly restores own HP.,0,19,15,,3,Single Enemy/Self,1,3,1,0
1495,4,0,Knight's Nocturne (III),Greatly increases 1 to 2 allies' P.DEF.,0,21,15,,42,Multiple Allies/Self,5,0,2,0
1496,4,0,Torch of Exorcism (III),Deals great M.DMG to 1 enemy.,0,16,15,,1,Single Enemy,2,0,1,0
1497,4,0,Inferno of Destruction (II),Deals P.DMG to 1 to 2 enemies.,0,19,15,,2,multiple enemies,1,0,2,0
1498,4,0,Gale of Exorcism (II),Deals M.DMG to 1 to 2 enemies.,0,19,15,,2,multiple enemies,2,0,2,0
1499,4,0,Holy Knight's Gospel (I),Slightly increases 2 allies' P.DEF and M.DEF.,0,23,15,,41,Multiple Allies/Self,13,0,3,0
1500,4,0,Healing Light (III),Greatly restores HP to 1 ally.,0,16,15,,35,Single Ally/Self,3,0,1,0
1501,4,0,Incantation of Submission (I),Slightly reduces P.DEF and M.DEF of 2 enemies.,0,23,15,,43,multiple enemies,23,0,3,0
1502,4,0,Torrent of Exorcism (II),Deals M.DMG to 1 to 2 enemies.,0,19,15,,2,multiple enemies,2,0,2,0
1503,1,0,Blessed Gospel (III),Greatly restores HP to 1 to 2 allies.,0,21,15,,36,Multiple Allies/Self,3,0,2,0
1510,1,0,Holy Knight's Gospel (I),Slightly increases 2 allies' P.DEF and M.DEF.,0,23,15,,41,Multiple Allies/Self,13,0,3,0
1514,3,0,Armor Repair (I),Chance to slightly increase P.DEF and M.DEF of 1 ally in the vanguard when giving support.,0,0,15,,504,own,0,0,0,1
1515,4,0,,Deals 50% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1516,4,0,,Increases 1 ally's M.ATK by 10%.,0,0,15,,41,Single Ally,0,0,0,0
1517,4,0,,Deals 120% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1518,4,0,,Increases 1 ally's M.ATK by 15%.,0,0,15,,41,Single Ally,0,0,0,0
1519,4,0,,Deals 150% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1520,4,0,,Increases 1 ally's M.ATK by 20%.,0,0,15,,41,Single Ally,0,0,0,0
1521,4,0,,Deals 200% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1522,4,0,,Increases 1 ally's M.ATK by 30%.,0,0,15,,41,Single Ally,0,0,0,0
1523,4,0,Run,Increases 1 ally's M.ATK by 50%.,0,0,15,,41,Single Ally,0,0,0,0
1524,4,0,,Deals 70% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1525,4,0,,Deals 100% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1526,4,0,,Deals 150% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1527,4,0,I Feast on the Living,Increases HP recovery of 1 ally by 200%.,0,0,15,,35,Single Ally/Self,0,0,0,0
1528,4,0,,Deals 80% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1529,4,0,Forgive Me!,Deals 120% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1530,4,0,,Increases 1 ally's P.ATK by 10%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1531,4,0,,Deals 50% P.DMG to 2 to 3 enemies.,0,0,15,,2,multiple enemies,0,0,0,0
1532,4,0,For a Perfect World!,Deals 150% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1533,4,0,,Increases 1 ally's P.ATK by 15%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1534,4,0,,Deals 80% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1535,4,0,More Power,Deals 120% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1536,4,0,,Increases 1 ally's P.ATK by 10%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1537,4,0,,Deals 60% P.DMG to 2 to 3 enemies.,0,0,15,,2,multiple enemies,0,0,0,0
1538,4,0,Ahahahahaha!,Deals 300% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1539,4,0,,Increases 1 ally's P.ATK by 20%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1540,4,0,,"Halves 5 enemies' P.ATK, M.ATK, P.DEF, and M.DEF.",0,0,15,,43,All Enemies,0,0,0,0
1541,4,0,,Deals 100% M.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1542,4,0,Out of My Way,Halves 1 enemy's P.DEF.,0,0,15,,43,Single Enemy,0,0,0,0
1543,4,0,,Deals 100% M.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1544,4,0,Demolish Everything,Deals 400% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1545,4,0,,Deals 200% M.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1546,4,0,,Halves 3 enemies' P.DEF and M.DEF.,0,0,15,,43,multiple enemies,0,0,0,0
1547,4,0,,Deals 150% M.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1548,4,0,,Halves 3 enemies' P.DEF and M.DEF.,0,0,15,,43,multiple enemies,0,0,0,0
1549,4,0,Get Out,"Halves 5 enemies' P.ATK, M.ATK, P.DEF, and M.DEF.",0,0,15,,43,All Enemies,0,0,0,0
1554,1,0,Tornado of Leeching (II),Deals P.DMG to 1 enemy.\nSlightly restores own HP.,0,17,15,,3,Single Enemy/Self,1,3,1,0
1566,4,0,Tornado of Leeching (II),Deals P.DMG to 1 enemy.\nSlightly restores own HP.,0,17,15,,3,Single Enemy/Self,1,3,1,0
1574,4,0,,Deals 100% M.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1575,4,0,Here I Am,Increases 1 ally's P.ATK by 10%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1576,4,0,I Want to See Him,Increases 1 ally's P.DEF by 10%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1577,4,0,,Deals 60% P.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1578,4,0,Get Me Out of Here,Deals 200% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1579,4,0,,Deals 100% M.DMG to 4 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1580,4,0,Kill,Deals 500% M.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1581,4,0,,Increases P.ATK and M.ATK of 1 ally by 2%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1582,4,0,,Increases P.ATK and M.ATK of 5 allies by 1%.,0,0,15,,41,All Allies/Self,0,0,0,0
1583,4,0,,Increases P.ATK and M.ATK of 1 ally by 3%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1584,4,0,It Is Law,Increases P.ATK and M.ATK of 5 allies by 2%.,0,0,15,,41,All Allies/Self,0,0,0,0
1585,4,0,,Deals 100% M.DMG to 4 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1586,4,0,Kill,Deals 500% M.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1587,4,0,,"Increases P.ATK, M.ATK, P.DEF, and M.DEF of 1 ally by 2%.",0,0,15,,41,Single Ally/Self,0,0,0,0
1588,4,0,,"Increases P.ATK, M.ATK, P.DEF, and M.DEF of 5 allies by 1%.",0,0,15,,41,All Allies/Self,0,0,0,0
1589,4,0,,"Increases P.ATK, M.ATK, P.DEF, and M.DEF of 1 ally by 3%.",0,0,15,,41,Single Ally/Self,0,0,0,0
1590,4,0,It Is Law,"Increases P.ATK, M.ATK, P.DEF, and M.DEF of 5 allies by 2%.",0,0,15,,41,All Allies/Self,0,0,0,0
1591,4,0,It's No Use,Removes ▽ enemies' buffs.,0,0,15,,126,All Enemies,0,0,0,0
1592,4,0,,Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1593,4,0,I'll Kill You,Deals 200% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1594,4,0,,Increases P.DEF of 1 ally by 100%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1595,4,0,It's No Use,Removes ▽ enemies' buffs.,0,0,15,,126,All Enemies,0,0,0,0
1596,4,0,,Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1597,4,0,,Deals 100% P.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
